,student_id,course_id,student_country,date_registered,tot_exams_attempts,avg_exam_result,avg_exam_completion_time,quizz_quesitons_answered,questions_posted,engagement_quizzes,engagement_exams,engagement_lessons,tot_purchases
124,259014,1.0,FR,2022-01-02,,,,,,0.0,0.0,1.0,
125,259015,6.0,SA,2022-01-02,,,,47.0,,5.0,0.0,6.0,
126,259017,1.0,EG,2022-01-02,,,,,,0.0,0.0,1.0,
127,259018,1.0,IN,2022-01-02,,,,,,0.0,0.0,1.0,
128,259019,13.0,PK,2022-01-02,6.0,66.66666666666667,1.6433333333333333,25.0,,5.0,1.0,13.0,
129,259020,1.0,UA,2022-01-02,,,,1.0,,1.0,0.0,1.0,
130,259022,1.0,SA,2022-01-02,,,,,,0.0,0.0,1.0,
131,259024,2.0,EG,2022-01-02,,,,26.0,,2.0,0.0,2.0,
132,259025,1.0,GB,2022-01-02,,,,2.0,,1.0,0.0,1.0,
133,259026,29.0,GB,2022-01-02,8.0,68.75,7.6812499999999995,51.0,,13.0,7.0,29.0,5.0
134,259028,7.0,SA,2022-01-02,,,,15.0,,3.0,0.0,7.0,1.0
135,259029,1.0,MA,2022-01-02,,,,2.0,,1.0,0.0,1.0,
136,259032,1.0,MY,2022-01-02,,,,,,0.0,0.0,1.0,
137,259033,1.0,EG,2022-01-02,,,,,,0.0,0.0,1.0,
138,259034,4.0,NG,2022-01-02,,,,9.0,,2.0,0.0,4.0,
139,259035,1.0,IQ,2022-01-02,,,,,,0.0,0.0,1.0,
140,259036,1.0,EG,2022-01-02,,,,,,0.0,0.0,1.0,
141,259039,13.0,US,2022-01-02,5.0,63.2,11.081999999999999,18.0,,5.0,3.0,13.0,5.0
142,259040,1.0,EG,2022-01-02,,,,,,0.0,0.0,1.0,
143,259041,1.0,CA,2022-01-02,,,,,,0.0,0.0,1.0,
144,259042,5.0,EG,2022-01-02,5.0,37.4,1.562,32.0,,4.0,1.0,5.0,
145,259043,2.0,CO,2022-01-02,2.0,83.5,4.984999999999999,10.0,,1.0,1.0,2.0,
146,259045,1.0,AT,2022-01-02,,,,,,0.0,0.0,1.0,
147,259046,1.0,PK,2022-01-02,1.0,50.0,10.0,,,0.0,1.0,1.0,
148,259047,2.0,CA,2022-01-02,,,,7.0,,1.0,0.0,2.0,
149,259048,1.0,FI,2022-01-02,,,,,,0.0,0.0,1.0,
150,259051,1.0,US,2022-01-02,,,,,,0.0,0.0,1.0,
151,259054,5.0,US,2022-01-03,,,,4.0,,2.0,0.0,5.0,1.0
152,259055,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
153,259056,1.0,CA,2022-01-03,,,,,,0.0,0.0,1.0,
154,259057,1.0,IN,2022-01-03,,,,2.0,,1.0,0.0,1.0,
155,259058,1.0,BR,2022-01-03,,,,,,0.0,0.0,1.0,
156,259059,1.0,AU,2022-01-03,,,,,,0.0,0.0,1.0,
157,259060,3.0,US,2022-01-03,,,,9.0,,2.0,0.0,3.0,
158,259062,1.0,US,2022-01-03,,,,1.0,,1.0,0.0,1.0,
159,259063,1.0,US,2022-01-03,,,,,,0.0,0.0,1.0,
160,259065,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
161,259067,1.0,SG,2022-01-03,1.0,83.0,3.73,11.0,,1.0,1.0,1.0,
162,259068,2.0,SA,2022-01-03,,,,9.0,,1.0,0.0,2.0,
163,259069,1.0,SN,2022-01-03,,,,8.0,,1.0,0.0,1.0,
164,259070,19.0,US,2022-01-03,,,,21.0,,3.0,0.0,19.0,1.0
165,259071,2.0,GT,2022-01-03,,,,9.0,,2.0,0.0,2.0,
166,259072,1.0,SA,2022-01-03,,,,,,0.0,0.0,1.0,
167,259077,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
168,259078,1.0,SA,2022-01-03,,,,,,0.0,0.0,1.0,
169,259079,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
170,259080,3.0,NG,2022-01-03,1.0,50.0,3.62,4.0,,1.0,1.0,3.0,
171,259084,2.0,OM,2022-01-03,,,,,,0.0,0.0,2.0,
172,259085,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
173,259086,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
174,259088,4.0,IN,2022-01-03,11.0,71.0909090909091,1.9736363636363636,5.0,,2.0,1.0,4.0,
175,259090,1.0,IN,2022-01-03,,,,3.0,,1.0,0.0,1.0,
176,259093,2.0,EG,2022-01-03,2.0,75.0,7.9,,,0.0,1.0,2.0,
177,259095,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
178,259097,1.0,HU,2022-01-03,,,,1.0,,1.0,0.0,1.0,
179,259098,2.0,IN,2022-01-03,,,,5.0,,1.0,0.0,2.0,
180,259099,1.0,US,2022-01-03,,,,,,0.0,0.0,1.0,
181,259101,2.0,AU,2022-01-03,,,,,,0.0,0.0,2.0,
182,259102,1.0,PK,2022-01-03,,,,,,0.0,0.0,1.0,
183,259103,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
184,259104,1.0,MA,2022-01-03,,,,,,0.0,0.0,1.0,
185,259105,7.0,KE,2022-01-03,2.0,33.5,13.85,37.0,,4.0,2.0,7.0,
186,259106,75.0,GB,2022-01-03,31.0,75.58064516129032,4.391935483870968,28.0,,5.0,10.0,75.0,1.0
187,259108,4.0,IN,2022-01-03,,,,2.0,,1.0,0.0,4.0,
188,259110,3.0,US,2022-01-03,2.0,91.5,2.765,3.0,,1.0,1.0,3.0,
189,259113,1.0,MA,2022-01-03,,,,10.0,,1.0,0.0,1.0,
190,259114,1.0,SO,2022-01-03,,,,,,0.0,0.0,1.0,
191,259115,1.0,NG,2022-01-03,,,,,,0.0,0.0,1.0,
192,259116,1.0,BE,2022-01-03,,,,8.0,,1.0,0.0,1.0,
193,259118,4.0,ZA,2022-01-03,8.0,75.125,3.56875,10.0,,1.0,2.0,4.0,
194,259121,2.0,IN,2022-01-03,2.0,66.5,2.005,11.0,,1.0,1.0,2.0,
195,259123,3.0,IN,2022-01-03,,,,13.0,,2.0,0.0,3.0,
196,259125,1.0,IN,2022-01-03,,,,1.0,,1.0,0.0,1.0,
197,259126,1.0,RW,2022-01-03,,,,,,0.0,0.0,1.0,
198,259127,1.0,US,2022-01-03,,,,,,0.0,0.0,1.0,
199,259132,3.0,AZ,2022-01-03,,,,,,0.0,0.0,3.0,
200,259133,1.0,RW,2022-01-03,,,,,,0.0,0.0,1.0,
201,259134,1.0,SE,2022-01-03,,,,2.0,,1.0,0.0,1.0,
202,259137,1.0,CA,2022-01-03,,,,,,0.0,0.0,1.0,
203,259138,1.0,GH,2022-01-03,,,,,,0.0,0.0,1.0,
204,259143,2.0,PK,2022-01-03,,,,12.0,,1.0,0.0,2.0,
205,259144,1.0,KZ,2022-01-03,,,,,,0.0,0.0,1.0,
206,259145,1.0,AZ,2022-01-03,,,,,,0.0,0.0,1.0,
207,259146,1.0,IN,2022-01-03,,,,,,0.0,0.0,1.0,
208,259149,1.0,MA,2022-01-03,,,,8.0,,1.0,0.0,1.0,
209,259150,1.0,NL,2022-01-03,,,,,,0.0,0.0,1.0,
210,259152,2.0,TN,2022-01-03,,,,1.0,,1.0,0.0,2.0,
211,259155,7.0,US,2022-01-03,4.0,54.25,2.1999999999999997,39.0,,3.0,3.0,7.0,
212,259156,1.0,EG,2022-01-03,,,,,,0.0,0.0,1.0,
213,259158,1.0,EG,2022-01-03,,,,,,0.0,0.0,1.0,
214,259160,1.0,ZW,2022-01-03,1.0,50.0,3.9,,,0.0,1.0,1.0,
215,259164,1.0,EG,2022-01-03,,,,,,0.0,0.0,1.0,
216,259165,1.0,JM,2022-01-03,,,,,,0.0,0.0,1.0,
217,259167,2.0,RW,2022-01-03,,,,1.0,,1.0,0.0,2.0,
218,259170,1.0,US,2022-01-04,,,,,,0.0,0.0,1.0,
219,259171,7.0,US,2022-01-04,12.0,65.25,4.355833333333333,24.0,,2.0,4.0,7.0,1.0
220,259172,1.0,IN,2022-01-04,,,,2.0,,1.0,0.0,1.0,
221,259174,95.0,CA,2022-01-04,58.0,79.3103448275862,15.036379310344827,135.0,14.0,29.0,37.0,95.0,1.0
222,259178,3.0,IN,2022-01-04,2.0,58.0,2.84,10.0,,1.0,1.0,3.0,
223,259180,4.0,IN,2022-01-04,,,,,,0.0,0.0,4.0,
224,259181,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
225,259183,2.0,IN,2022-01-04,,,,1.0,,1.0,0.0,2.0,
226,259184,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
227,259187,2.0,ID,2022-01-04,,,,1.0,,1.0,0.0,2.0,
228,259188,1.0,IN,2022-01-04,,,,2.0,,1.0,0.0,1.0,
229,259190,2.0,US,2022-01-04,,,,1.0,,1.0,0.0,2.0,1.0
230,259191,1.0,AR,2022-01-04,,,,,,0.0,0.0,1.0,
231,259192,1.0,ES,2022-01-04,,,,,,0.0,0.0,1.0,
232,259195,1.0,PK,2022-01-04,,,,8.0,,1.0,0.0,1.0,
233,259196,1.0,CA,2022-01-04,,,,,,0.0,0.0,1.0,
234,259198,7.0,IN,2022-01-04,,,,,,0.0,0.0,7.0,
235,259199,1.0,IN,2022-01-04,,,,7.0,,1.0,0.0,1.0,
236,259201,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
237,259203,2.0,NG,2022-01-04,,,,2.0,,1.0,0.0,2.0,
238,259204,1.0,EG,2022-01-04,,,,,,0.0,0.0,1.0,
239,259205,2.0,PK,2022-01-04,,,,1.0,,1.0,0.0,2.0,
240,259207,2.0,IN,2022-01-04,,,,,,0.0,0.0,2.0,
241,259209,6.0,ES,2022-01-04,6.0,84.66666666666667,6.178333333333334,45.0,,3.0,4.0,6.0,1.0
242,259210,2.0,CA,2022-01-04,,,,10.0,,2.0,0.0,2.0,
243,259211,4.0,PH,2022-01-04,,,,6.0,,2.0,0.0,4.0,
244,259213,1.0,AU,2022-01-04,,,,,,0.0,0.0,1.0,
245,259214,1.0,VN,2022-01-04,1.0,0.0,10.0,,,0.0,1.0,1.0,
246,259217,1.0,IN,2022-01-04,,,,1.0,,1.0,0.0,1.0,
247,259222,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
248,259223,1.0,BD,2022-01-04,,,,,,0.0,0.0,1.0,
249,259225,1.0,KE,2022-01-04,,,,,,0.0,0.0,1.0,
250,259226,2.0,MU,2022-01-04,1.0,0.0,1.18,,,0.0,1.0,2.0,
251,259229,4.0,IN,2022-01-04,,,,,,1.0,0.0,4.0,
252,259231,1.0,US,2022-01-04,,,,,,0.0,0.0,1.0,
253,259232,1.0,SK,2022-01-04,1.0,83.0,7.48,,,0.0,1.0,1.0,
254,259233,1.0,NZ,2022-01-04,3.0,72.33333333333333,5.81,11.0,,1.0,1.0,1.0,
255,259239,2.0,BD,2022-01-04,1.0,50.0,4.3,10.0,,2.0,1.0,2.0,
256,259240,2.0,SG,2022-01-04,,,,,,0.0,0.0,2.0,
257,259242,1.0,AR,2022-01-04,,,,3.0,,1.0,0.0,1.0,
258,259244,1.0,EG,2022-01-04,,,,13.0,,1.0,0.0,1.0,
259,259246,1.0,US,2022-01-04,,,,9.0,,1.0,0.0,1.0,
260,259247,2.0,AE,2022-01-04,4.0,87.5,3.4375,,,0.0,2.0,2.0,
261,259250,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
262,259254,4.0,EG,2022-01-04,,,,2.0,,2.0,0.0,4.0,
263,259258,44.0,US,2022-01-04,24.0,78.33333333333333,16.16,171.0,,19.0,14.0,44.0,10.0
264,259260,5.0,GB,2022-01-04,1.0,83.0,10.33,17.0,,3.0,1.0,5.0,1.0
265,259261,2.0,NL,2022-01-04,,,,4.0,,1.0,0.0,2.0,
266,259262,43.0,US,2022-01-04,5.0,76.8,5.104,38.0,1.0,11.0,3.0,43.0,1.0
267,259264,2.0,NO,2022-01-04,2.0,58.0,1.585,11.0,,2.0,1.0,2.0,
268,259266,1.0,EG,2022-01-04,4.0,87.5,4.705,,,0.0,1.0,1.0,
269,259267,1.0,GB,2022-01-04,,,,4.0,,1.0,0.0,1.0,
270,259268,20.0,SE,2022-01-04,23.0,77.8695652173913,2.54,26.0,,2.0,6.0,20.0,1.0
271,259269,2.0,UZ,2022-01-04,,,,5.0,,2.0,0.0,2.0,
272,259271,2.0,NL,2022-01-04,1.0,67.0,4.15,2.0,,1.0,1.0,2.0,
273,259273,2.0,US,2022-01-04,,,,7.0,,1.0,0.0,2.0,1.0
274,259274,1.0,US,2022-01-04,,,,,,0.0,0.0,1.0,
275,259275,1.0,BR,2022-01-04,,,,,,0.0,0.0,1.0,
276,259276,1.0,US,2022-01-04,4.0,66.5,7.5075,,,0.0,1.0,1.0,
277,259278,2.0,SA,2022-01-04,,,,43.0,,2.0,0.0,2.0,
278,259283,102.0,AU,2022-01-04,76.0,88.53947368421052,11.683289473684212,205.0,2.0,35.0,23.0,102.0,3.0
279,259284,3.0,ID,2022-01-04,6.0,75.16666666666667,4.91,11.0,,2.0,2.0,3.0,
280,259286,1.0,IN,2022-01-04,,,,,,0.0,0.0,1.0,
281,259289,1.0,IN,2022-01-04,,,,8.0,,1.0,0.0,1.0,
282,259297,5.0,UZ,2022-01-05,16.0,79.1875,3.0124999999999997,38.0,,3.0,3.0,5.0,
283,259298,1.0,NG,2022-01-05,,,,,,0.0,0.0,1.0,
284,259299,1.0,US,2022-01-05,,,,1.0,,1.0,0.0,1.0,
285,259300,25.0,CA,2022-01-05,7.0,45.285714285714285,2.6542857142857144,27.0,,10.0,2.0,25.0,1.0
286,259305,16.0,GB,2022-01-05,8.0,85.5,4.4975,14.0,,2.0,5.0,16.0,2.0
287,259306,1.0,SG,2022-01-05,,,,,,0.0,0.0,1.0,
288,259307,2.0,AU,2022-01-05,,,,,,0.0,0.0,2.0,
289,259311,1.0,US,2022-01-05,,,,,,0.0,0.0,1.0,
290,259315,1.0,MY,2022-01-05,,,,,,0.0,0.0,1.0,
291,259316,1.0,US,2022-01-05,,,,,,0.0,0.0,1.0,
292,259317,3.0,KE,2022-01-05,,,,,,0.0,0.0,3.0,
293,259318,1.0,US,2022-01-05,1.0,100.0,17.28,11.0,,1.0,1.0,1.0,
294,259319,1.0,KR,2022-01-05,,,,,,0.0,0.0,1.0,
295,259322,1.0,PK,2022-01-05,,,,10.0,,1.0,0.0,1.0,
296,259325,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
297,259326,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
298,259328,2.0,BD,2022-01-05,3.0,44.333333333333336,1.3333333333333333,11.0,,2.0,2.0,2.0,
299,259329,2.0,IN,2022-01-05,,,,,,0.0,0.0,2.0,
300,259333,1.0,NL,2022-01-05,,,,,,0.0,0.0,1.0,
301,259337,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
302,259343,1.0,NG,2022-01-05,,,,1.0,,1.0,0.0,1.0,
303,259344,1.0,US,2022-01-05,,,,2.0,,1.0,0.0,1.0,
304,259345,1.0,CI,2022-01-05,,,,2.0,,1.0,0.0,1.0,
305,259349,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
306,259350,5.0,MY,2022-01-05,,,,4.0,,2.0,0.0,5.0,
307,259351,2.0,IN,2022-01-05,,,,,,0.0,0.0,2.0,
308,259354,3.0,US,2022-01-05,,,,8.0,,2.0,0.0,3.0,
309,259355,1.0,EG,2022-01-05,,,,,,0.0,0.0,1.0,
310,259356,2.0,IT,2022-01-05,,,,,,0.0,0.0,2.0,
311,259360,1.0,JP,2022-01-05,,,,,,0.0,0.0,1.0,
312,259361,6.0,DE,2022-01-05,7.0,80.85714285714286,3.2357142857142853,40.0,,6.0,3.0,6.0,1.0
313,259364,4.0,MZ,2022-01-05,,,,8.0,,3.0,0.0,4.0,
314,259365,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
315,259366,2.0,IN,2022-01-05,1.0,33.0,18.35,11.0,,2.0,1.0,2.0,
316,259371,1.0,IN,2022-01-05,,,,4.0,,1.0,0.0,1.0,
317,259372,1.0,PK,2022-01-05,,,,,,0.0,0.0,1.0,
318,259374,1.0,SA,2022-01-05,,,,9.0,,1.0,0.0,1.0,
319,259378,2.0,US,2022-01-05,,,,7.0,,2.0,0.0,2.0,
320,259379,1.0,PL,2022-01-05,,,,,,0.0,0.0,1.0,
321,259382,1.0,IN,2022-01-05,,,,,,0.0,0.0,1.0,
322,259383,4.0,US,2022-01-05,,,,2.0,,2.0,0.0,4.0,
323,259384,3.0,NG,2022-01-05,1.0,0.0,10.0,,,0.0,1.0,3.0,
324,259385,1.0,US,2022-01-05,,,,,,0.0,0.0,1.0,
325,259386,1.0,JP,2022-01-05,,,,,,0.0,0.0,1.0,
326,259387,1.0,EG,2022-01-05,,,,,,0.0,0.0,1.0,
327,259388,1.0,BD,2022-01-05,,,,,,0.0,0.0,1.0,
328,259390,2.0,VN,2022-01-05,,,,1.0,,1.0,0.0,2.0,
329,259393,7.0,ET,2022-01-05,3.0,83.33333333333333,1.8399999999999999,11.0,,3.0,1.0,7.0,
330,259395,3.0,US,2022-01-05,,,,5.0,,2.0,0.0,3.0,
331,259398,6.0,US,2022-01-05,3.0,44.666666666666664,18.603333333333335,13.0,,2.0,2.0,6.0,
