,date,N° of Registrations,Country_Name,Country_ISO_A3
104,2022-06-29,2.0,United Arab Emirates,ARE
105,2022-06-30,1.0,United Arab Emirates,ARE
106,2022-07-01,1.0,United Arab Emirates,ARE
107,2022-07-02,1.0,United Arab Emirates,ARE
108,2022-07-03,2.0,United Arab Emirates,ARE
109,2022-07-05,1.0,United Arab Emirates,ARE
110,2022-07-09,1.0,United Arab Emirates,ARE
111,2022-07-11,1.0,United Arab Emirates,ARE
112,2022-07-12,2.0,United Arab Emirates,ARE
113,2022-07-13,1.0,United Arab Emirates,ARE
114,2022-07-15,3.0,United Arab Emirates,ARE
115,2022-07-16,1.0,United Arab Emirates,ARE
116,2022-07-17,1.0,United Arab Emirates,ARE
117,2022-07-18,1.0,United Arab Emirates,ARE
118,2022-07-19,1.0,United Arab Emirates,ARE
119,2022-07-22,2.0,United Arab Emirates,ARE
120,2022-07-23,2.0,United Arab Emirates,ARE
121,2022-07-29,1.0,United Arab Emirates,ARE
122,2022-07-31,1.0,United Arab Emirates,ARE
123,2022-08-01,1.0,United Arab Emirates,ARE
124,2022-08-02,1.0,United Arab Emirates,ARE
125,2022-08-05,1.0,United Arab Emirates,ARE
126,2022-08-12,1.0,United Arab Emirates,ARE
127,2022-08-15,4.0,United Arab Emirates,ARE
128,2022-08-17,1.0,United Arab Emirates,ARE
129,2022-08-19,1.0,United Arab Emirates,ARE
130,2022-08-20,3.0,United Arab Emirates,ARE
131,2022-08-23,2.0,United Arab Emirates,ARE
132,2022-08-25,1.0,United Arab Emirates,ARE
133,2022-08-28,1.0,United Arab Emirates,ARE
134,2022-08-30,5.0,United Arab Emirates,ARE
135,2022-08-31,1.0,United Arab Emirates,ARE
136,2022-09-02,1.0,United Arab Emirates,ARE
137,2022-09-06,1.0,United Arab Emirates,ARE
138,2022-09-07,2.0,United Arab Emirates,ARE
139,2022-09-08,1.0,United Arab Emirates,ARE
140,2022-09-10,2.0,United Arab Emirates,ARE
141,2022-09-11,1.0,United Arab Emirates,ARE
142,2022-09-14,2.0,United Arab Emirates,ARE
143,2022-09-17,1.0,United Arab Emirates,ARE
144,2022-09-19,1.0,United Arab Emirates,ARE
145,2022-09-20,3.0,United Arab Emirates,ARE
146,2022-09-21,1.0,United Arab Emirates,ARE
147,2022-09-22,1.0,United Arab Emirates,ARE
148,2022-09-24,1.0,United Arab Emirates,ARE
149,2022-09-28,1.0,United Arab Emirates,ARE
150,2022-09-29,3.0,United Arab Emirates,ARE
151,2022-10-02,1.0,United Arab Emirates,ARE
152,2022-10-06,2.0,United Arab Emirates,ARE
153,2022-10-08,1.0,United Arab Emirates,ARE
154,2022-10-13,1.0,United Arab Emirates,ARE
155,2022-10-14,1.0,United Arab Emirates,ARE
156,2022-10-17,2.0,United Arab Emirates,ARE
157,2022-01-07,1.0,Afghanistan,AFG
158,2022-02-03,1.0,Afghanistan,AFG
159,2022-03-11,1.0,Afghanistan,AFG
160,2022-03-24,1.0,Afghanistan,AFG
161,2022-05-20,1.0,Afghanistan,AFG
162,2022-06-15,1.0,Antigua and Barbuda,ATG
163,2022-01-14,1.0,Albania,ALB
164,2022-01-17,1.0,Albania,ALB
165,2022-02-02,1.0,Albania,ALB
166,2022-02-04,1.0,Albania,ALB
167,2022-02-08,1.0,Albania,ALB
168,2022-03-10,1.0,Albania,ALB
169,2022-03-19,1.0,Albania,ALB
170,2022-03-22,1.0,Albania,ALB
171,2022-04-10,1.0,Albania,ALB
172,2022-05-10,1.0,Albania,ALB
173,2022-05-28,1.0,Albania,ALB
174,2022-05-29,1.0,Albania,ALB
175,2022-06-06,1.0,Albania,ALB
176,2022-06-10,1.0,Albania,ALB
177,2022-06-25,1.0,Albania,ALB
178,2022-06-26,1.0,Albania,ALB
179,2022-08-03,1.0,Albania,ALB
180,2022-09-05,1.0,Albania,ALB
181,2022-09-09,1.0,Albania,ALB
182,2022-09-22,1.0,Albania,ALB
183,2022-10-04,1.0,Albania,ALB
184,2022-10-13,1.0,Albania,ALB
185,2022-01-05,1.0,Armenia,ARM
186,2022-02-10,1.0,Armenia,ARM
187,2022-02-14,1.0,Armenia,ARM
188,2022-02-24,1.0,Armenia,ARM
189,2022-03-03,1.0,Armenia,ARM
190,2022-03-11,1.0,Armenia,ARM
191,2022-03-12,1.0,Armenia,ARM
192,2022-03-13,1.0,Armenia,ARM
193,2022-03-14,1.0,Armenia,ARM
194,2022-03-31,1.0,Armenia,ARM
195,2022-05-07,1.0,Armenia,ARM
196,2022-08-04,2.0,Armenia,ARM
197,2022-08-15,1.0,Armenia,ARM
198,2022-09-18,1.0,Armenia,ARM
199,2022-09-28,1.0,Armenia,ARM
200,2022-09-29,1.0,Armenia,ARM
201,2022-10-02,1.0,Armenia,ARM
202,2022-10-03,1.0,Armenia,ARM
203,2022-10-04,1.0,Armenia,ARM
204,2022-10-16,1.0,Armenia,ARM
205,2022-10-20,1.0,Armenia,ARM
206,2022-02-01,1.0,Angola,AGO
207,2022-02-15,1.0,Angola,AGO
208,2022-04-09,1.0,Angola,AGO
209,2022-04-12,1.0,Angola,AGO
210,2022-04-19,1.0,Angola,AGO
211,2022-04-27,1.0,Angola,AGO
212,2022-04-30,1.0,Angola,AGO
213,2022-05-21,1.0,Angola,AGO
214,2022-05-29,2.0,Angola,AGO
215,2022-06-15,1.0,Angola,AGO
216,2022-06-27,1.0,Angola,AGO
217,2022-10-06,1.0,Angola,AGO
218,2022-01-01,1.0,Argentina,ARG
219,2022-01-04,4.0,Argentina,ARG
220,2022-01-05,2.0,Argentina,ARG
221,2022-01-07,1.0,Argentina,ARG
222,2022-01-10,1.0,Argentina,ARG
223,2022-01-11,1.0,Argentina,ARG
224,2022-01-15,1.0,Argentina,ARG
225,2022-01-16,1.0,Argentina,ARG
226,2022-01-20,1.0,Argentina,ARG
227,2022-01-21,1.0,Argentina,ARG
228,2022-01-23,1.0,Argentina,ARG
229,2022-01-24,1.0,Argentina,ARG
230,2022-01-30,1.0,Argentina,ARG
231,2022-02-01,1.0,Argentina,ARG
232,2022-02-04,1.0,Argentina,ARG
233,2022-02-10,1.0,Argentina,ARG
234,2022-02-13,1.0,Argentina,ARG
235,2022-02-17,2.0,Argentina,ARG
236,2022-02-18,1.0,Argentina,ARG
237,2022-02-20,1.0,Argentina,ARG
238,2022-02-21,4.0,Argentina,ARG
239,2022-02-22,1.0,Argentina,ARG
240,2022-02-24,2.0,Argentina,ARG
241,2022-02-26,1.0,Argentina,ARG
242,2022-02-27,1.0,Argentina,ARG
243,2022-03-01,1.0,Argentina,ARG
244,2022-03-02,1.0,Argentina,ARG
245,2022-03-11,1.0,Argentina,ARG
246,2022-03-13,1.0,Argentina,ARG
247,2022-03-15,2.0,Argentina,ARG
248,2022-03-16,2.0,Argentina,ARG
249,2022-03-17,1.0,Argentina,ARG
250,2022-03-18,2.0,Argentina,ARG
251,2022-03-20,1.0,Argentina,ARG
252,2022-03-21,1.0,Argentina,ARG
253,2022-03-23,1.0,Argentina,ARG
254,2022-03-24,1.0,Argentina,ARG
255,2022-03-25,1.0,Argentina,ARG
256,2022-03-29,1.0,Argentina,ARG
257,2022-03-30,2.0,Argentina,ARG
258,2022-03-31,1.0,Argentina,ARG
259,2022-04-01,1.0,Argentina,ARG
260,2022-04-04,1.0,Argentina,ARG
261,2022-04-05,1.0,Argentina,ARG
262,2022-04-13,1.0,Argentina,ARG
263,2022-04-14,2.0,Argentina,ARG
264,2022-04-17,1.0,Argentina,ARG
265,2022-04-18,1.0,Argentina,ARG
266,2022-04-21,1.0,Argentina,ARG
267,2022-04-26,1.0,Argentina,ARG
268,2022-04-27,3.0,Argentina,ARG
269,2022-04-28,3.0,Argentina,ARG
270,2022-05-02,1.0,Argentina,ARG
271,2022-05-12,2.0,Argentina,ARG
272,2022-05-15,1.0,Argentina,ARG
273,2022-05-17,1.0,Argentina,ARG
274,2022-05-22,1.0,Argentina,ARG
275,2022-05-26,3.0,Argentina,ARG
276,2022-05-29,1.0,Argentina,ARG
277,2022-06-01,1.0,Argentina,ARG
278,2022-06-02,1.0,Argentina,ARG
279,2022-06-04,1.0,Argentina,ARG
280,2022-06-08,1.0,Argentina,ARG
281,2022-06-09,1.0,Argentina,ARG
282,2022-06-11,1.0,Argentina,ARG
283,2022-06-13,1.0,Argentina,ARG
284,2022-06-16,1.0,Argentina,ARG
285,2022-06-18,1.0,Argentina,ARG
286,2022-06-20,1.0,Argentina,ARG
287,2022-06-22,1.0,Argentina,ARG
288,2022-06-30,1.0,Argentina,ARG
289,2022-07-01,1.0,Argentina,ARG
290,2022-07-03,1.0,Argentina,ARG
291,2022-07-08,2.0,Argentina,ARG
292,2022-07-12,1.0,Argentina,ARG
293,2022-07-13,3.0,Argentina,ARG
294,2022-07-14,1.0,Argentina,ARG
295,2022-07-18,3.0,Argentina,ARG
296,2022-07-19,1.0,Argentina,ARG
297,2022-07-20,1.0,Argentina,ARG
298,2022-07-22,1.0,Argentina,ARG
299,2022-07-25,1.0,Argentina,ARG
300,2022-07-26,1.0,Argentina,ARG
301,2022-08-02,1.0,Argentina,ARG
302,2022-08-08,1.0,Argentina,ARG
303,2022-08-11,2.0,Argentina,ARG
304,2022-08-12,1.0,Argentina,ARG
305,2022-08-15,6.0,Argentina,ARG
306,2022-08-16,2.0,Argentina,ARG
307,2022-08-18,2.0,Argentina,ARG
308,2022-08-24,1.0,Argentina,ARG
309,2022-08-25,2.0,Argentina,ARG
310,2022-08-29,1.0,Argentina,ARG
311,2022-08-31,2.0,Argentina,ARG
312,2022-09-03,1.0,Argentina,ARG
313,2022-09-08,1.0,Argentina,ARG
314,2022-09-13,1.0,Argentina,ARG
315,2022-09-18,2.0,Argentina,ARG
316,2022-09-20,1.0,Argentina,ARG
317,2022-09-29,1.0,Argentina,ARG
318,2022-10-03,2.0,Argentina,ARG
319,2022-10-08,3.0,Argentina,ARG
320,2022-10-11,2.0,Argentina,ARG
321,2022-10-15,2.0,Argentina,ARG
322,2022-10-16,1.0,Argentina,ARG
323,2022-10-18,1.0,Argentina,ARG
324,2022-10-20,1.0,Argentina,ARG
325,2022-01-02,1.0,Austria,AUT
326,2022-01-12,1.0,Austria,AUT
327,2022-01-22,1.0,Austria,AUT
328,2022-01-26,1.0,Austria,AUT
329,2022-02-15,1.0,Austria,AUT
330,2022-02-18,1.0,Austria,AUT
331,2022-02-21,1.0,Austria,AUT
332,2022-02-22,1.0,Austria,AUT
333,2022-02-27,1.0,Austria,AUT
334,2022-03-14,2.0,Austria,AUT
335,2022-03-16,1.0,Austria,AUT
336,2022-03-17,1.0,Austria,AUT
337,2022-03-24,1.0,Austria,AUT
338,2022-03-29,1.0,Austria,AUT
339,2022-04-22,1.0,Austria,AUT
340,2022-04-26,1.0,Austria,AUT
341,2022-05-03,1.0,Austria,AUT
342,2022-05-16,1.0,Austria,AUT
343,2022-05-17,1.0,Austria,AUT
344,2022-05-18,1.0,Austria,AUT
345,2022-05-19,1.0,Austria,AUT
346,2022-06-24,1.0,Austria,AUT
347,2022-06-25,1.0,Austria,AUT
348,2022-06-30,1.0,Austria,AUT
349,2022-07-03,1.0,Austria,AUT
350,2022-07-11,1.0,Austria,AUT
351,2022-07-13,1.0,Austria,AUT
352,2022-07-15,1.0,Austria,AUT
353,2022-07-30,1.0,Austria,AUT
354,2022-07-31,1.0,Austria,AUT
355,2022-08-01,1.0,Austria,AUT
356,2022-08-02,1.0,Austria,AUT
357,2022-08-03,1.0,Austria,AUT
358,2022-08-10,3.0,Austria,AUT
359,2022-08-13,1.0,Austria,AUT
360,2022-08-15,2.0,Austria,AUT
361,2022-08-20,1.0,Austria,AUT
362,2022-08-23,1.0,Austria,AUT
363,2022-09-02,1.0,Austria,AUT
364,2022-09-04,1.0,Austria,AUT
365,2022-09-05,1.0,Austria,AUT
366,2022-09-06,1.0,Austria,AUT
367,2022-09-07,1.0,Austria,AUT
368,2022-09-12,1.0,Austria,AUT
369,2022-09-13,1.0,Austria,AUT
370,2022-09-14,1.0,Austria,AUT
371,2022-09-17,1.0,Austria,AUT
372,2022-10-01,1.0,Austria,AUT
373,2022-10-02,1.0,Austria,AUT
374,2022-10-10,1.0,Austria,AUT
375,2022-10-11,1.0,Austria,AUT
376,2022-10-12,2.0,Austria,AUT
377,2022-10-13,1.0,Austria,AUT
378,2022-10-15,1.0,Austria,AUT
379,2022-10-16,1.0,Austria,AUT
380,2022-10-18,3.0,Austria,AUT
381,2022-01-03,2.0,Australia,AUS
382,2022-01-04,2.0,Australia,AUS
383,2022-01-05,2.0,Australia,AUS
384,2022-01-06,2.0,Australia,AUS
385,2022-01-07,1.0,Australia,AUS
386,2022-01-08,2.0,Australia,AUS
387,2022-01-09,3.0,Australia,AUS
388,2022-01-10,1.0,Australia,AUS
389,2022-01-11,1.0,Australia,AUS
390,2022-01-12,1.0,Australia,AUS
391,2022-01-14,2.0,Australia,AUS
392,2022-01-16,2.0,Australia,AUS
393,2022-01-17,3.0,Australia,AUS
394,2022-01-18,1.0,Australia,AUS
395,2022-01-19,1.0,Australia,AUS
396,2022-01-22,2.0,Australia,AUS
397,2022-01-23,2.0,Australia,AUS
398,2022-01-24,3.0,Australia,AUS
399,2022-01-25,1.0,Australia,AUS
400,2022-01-26,2.0,Australia,AUS
401,2022-01-27,2.0,Australia,AUS
402,2022-01-28,1.0,Australia,AUS
403,2022-01-29,1.0,Australia,AUS
404,2022-01-31,1.0,Australia,AUS
405,2022-02-01,1.0,Australia,AUS
406,2022-02-03,2.0,Australia,AUS
407,2022-02-04,1.0,Australia,AUS
408,2022-02-05,1.0,Australia,AUS
409,2022-02-06,2.0,Australia,AUS
410,2022-02-08,2.0,Australia,AUS
411,2022-02-10,1.0,Australia,AUS
412,2022-02-13,2.0,Australia,AUS
413,2022-02-14,2.0,Australia,AUS
414,2022-02-17,4.0,Australia,AUS
415,2022-02-22,4.0,Australia,AUS
416,2022-02-23,2.0,Australia,AUS
417,2022-02-24,3.0,Australia,AUS
418,2022-02-26,2.0,Australia,AUS
419,2022-02-27,1.0,Australia,AUS
420,2022-02-28,3.0,Australia,AUS
421,2022-03-01,2.0,Australia,AUS
422,2022-03-02,2.0,Australia,AUS
423,2022-03-03,2.0,Australia,AUS
424,2022-03-06,3.0,Australia,AUS
425,2022-03-07,6.0,Australia,AUS
426,2022-03-08,2.0,Australia,AUS
427,2022-03-09,4.0,Australia,AUS
428,2022-03-10,1.0,Australia,AUS
429,2022-03-11,2.0,Australia,AUS
430,2022-03-13,2.0,Australia,AUS
431,2022-03-14,2.0,Australia,AUS
432,2022-03-15,1.0,Australia,AUS
433,2022-03-16,5.0,Australia,AUS
434,2022-03-17,5.0,Australia,AUS
435,2022-03-18,2.0,Australia,AUS
436,2022-03-19,2.0,Australia,AUS
437,2022-03-20,1.0,Australia,AUS
438,2022-03-22,1.0,Australia,AUS
439,2022-03-23,1.0,Australia,AUS
440,2022-03-24,2.0,Australia,AUS
441,2022-03-30,2.0,Australia,AUS
442,2022-03-31,1.0,Australia,AUS
443,2022-04-01,4.0,Australia,AUS
444,2022-04-02,2.0,Australia,AUS
445,2022-04-03,4.0,Australia,AUS
446,2022-04-04,2.0,Australia,AUS
447,2022-04-05,1.0,Australia,AUS
448,2022-04-06,3.0,Australia,AUS
449,2022-04-07,3.0,Australia,AUS
450,2022-04-08,2.0,Australia,AUS
451,2022-04-10,2.0,Australia,AUS
452,2022-04-11,2.0,Australia,AUS
453,2022-04-12,1.0,Australia,AUS
454,2022-04-13,1.0,Australia,AUS
455,2022-04-14,1.0,Australia,AUS
456,2022-04-15,3.0,Australia,AUS
457,2022-04-16,1.0,Australia,AUS
458,2022-04-18,2.0,Australia,AUS
459,2022-04-19,1.0,Australia,AUS
460,2022-04-20,2.0,Australia,AUS
461,2022-04-21,1.0,Australia,AUS
462,2022-04-23,1.0,Australia,AUS
463,2022-04-24,1.0,Australia,AUS
464,2022-04-26,1.0,Australia,AUS
465,2022-04-27,1.0,Australia,AUS
466,2022-04-28,1.0,Australia,AUS
467,2022-04-29,4.0,Australia,AUS
468,2022-05-02,1.0,Australia,AUS
469,2022-05-03,4.0,Australia,AUS
470,2022-05-04,3.0,Australia,AUS
471,2022-05-05,2.0,Australia,AUS
472,2022-05-06,5.0,Australia,AUS
473,2022-05-07,1.0,Australia,AUS
474,2022-05-08,1.0,Australia,AUS
475,2022-05-09,1.0,Australia,AUS
476,2022-05-11,4.0,Australia,AUS
477,2022-05-12,2.0,Australia,AUS
478,2022-05-14,2.0,Australia,AUS
479,2022-05-15,1.0,Australia,AUS
480,2022-05-16,4.0,Australia,AUS
481,2022-05-17,1.0,Australia,AUS
482,2022-05-18,2.0,Australia,AUS
483,2022-05-19,3.0,Australia,AUS
484,2022-05-20,1.0,Australia,AUS
485,2022-05-22,1.0,Australia,AUS
486,2022-05-23,2.0,Australia,AUS
487,2022-05-24,1.0,Australia,AUS
488,2022-05-25,3.0,Australia,AUS
489,2022-05-28,1.0,Australia,AUS
490,2022-05-31,2.0,Australia,AUS
491,2022-06-01,3.0,Australia,AUS
492,2022-06-02,1.0,Australia,AUS
493,2022-06-04,2.0,Australia,AUS
494,2022-06-05,4.0,Australia,AUS
495,2022-06-06,1.0,Australia,AUS
496,2022-06-08,3.0,Australia,AUS
497,2022-06-09,2.0,Australia,AUS
498,2022-06-10,1.0,Australia,AUS
499,2022-06-11,4.0,Australia,AUS
500,2022-06-13,2.0,Australia,AUS
501,2022-06-14,3.0,Australia,AUS
502,2022-06-15,1.0,Australia,AUS
503,2022-06-16,1.0,Australia,AUS
504,2022-06-17,6.0,Australia,AUS
505,2022-06-18,1.0,Australia,AUS
506,2022-06-19,1.0,Australia,AUS
507,2022-06-20,3.0,Australia,AUS
508,2022-06-21,3.0,Australia,AUS
509,2022-06-23,1.0,Australia,AUS
510,2022-06-24,1.0,Australia,AUS
511,2022-06-25,1.0,Australia,AUS
512,2022-06-26,3.0,Australia,AUS
513,2022-06-27,2.0,Australia,AUS
514,2022-06-28,3.0,Australia,AUS
515,2022-06-30,1.0,Australia,AUS
516,2022-07-01,1.0,Australia,AUS
517,2022-07-02,3.0,Australia,AUS
518,2022-07-03,3.0,Australia,AUS
519,2022-07-04,3.0,Australia,AUS
520,2022-07-05,3.0,Australia,AUS
521,2022-07-06,3.0,Australia,AUS
522,2022-07-07,1.0,Australia,AUS
523,2022-07-08,1.0,Australia,AUS
524,2022-07-09,3.0,Australia,AUS
525,2022-07-10,2.0,Australia,AUS
526,2022-07-11,2.0,Australia,AUS
527,2022-07-12,6.0,Australia,AUS
528,2022-07-13,3.0,Australia,AUS
529,2022-07-14,2.0,Australia,AUS
530,2022-07-15,3.0,Australia,AUS
531,2022-07-17,4.0,Australia,AUS
532,2022-07-18,5.0,Australia,AUS
533,2022-07-19,1.0,Australia,AUS
534,2022-07-22,1.0,Australia,AUS
535,2022-07-25,1.0,Australia,AUS
536,2022-07-26,1.0,Australia,AUS
537,2022-07-29,2.0,Australia,AUS
538,2022-07-30,1.0,Australia,AUS
539,2022-07-31,2.0,Australia,AUS
540,2022-08-01,2.0,Australia,AUS
541,2022-08-02,1.0,Australia,AUS
542,2022-08-03,1.0,Australia,AUS
543,2022-08-04,2.0,Australia,AUS
544,2022-08-05,3.0,Australia,AUS
545,2022-08-06,3.0,Australia,AUS
546,2022-08-07,1.0,Australia,AUS
547,2022-08-08,4.0,Australia,AUS
548,2022-08-09,1.0,Australia,AUS
549,2022-08-10,2.0,Australia,AUS
550,2022-08-11,3.0,Australia,AUS
551,2022-08-12,4.0,Australia,AUS
552,2022-08-13,7.0,Australia,AUS
553,2022-08-14,3.0,Australia,AUS
554,2022-08-15,5.0,Australia,AUS
555,2022-08-16,1.0,Australia,AUS
556,2022-08-17,2.0,Australia,AUS
557,2022-08-18,2.0,Australia,AUS
558,2022-08-19,2.0,Australia,AUS
559,2022-08-23,2.0,Australia,AUS
560,2022-08-24,2.0,Australia,AUS
561,2022-08-25,2.0,Australia,AUS
562,2022-08-27,3.0,Australia,AUS
563,2022-08-28,1.0,Australia,AUS
564,2022-08-30,1.0,Australia,AUS
565,2022-08-31,1.0,Australia,AUS
566,2022-09-01,2.0,Australia,AUS
567,2022-09-03,1.0,Australia,AUS
568,2022-09-04,1.0,Australia,AUS
569,2022-09-05,1.0,Australia,AUS
570,2022-09-06,1.0,Australia,AUS
571,2022-09-07,1.0,Australia,AUS
572,2022-09-09,3.0,Australia,AUS
573,2022-09-11,1.0,Australia,AUS
574,2022-09-12,1.0,Australia,AUS
575,2022-09-13,1.0,Australia,AUS
576,2022-09-14,1.0,Australia,AUS
577,2022-09-16,3.0,Australia,AUS
578,2022-09-18,1.0,Australia,AUS
579,2022-09-21,1.0,Australia,AUS
580,2022-09-22,2.0,Australia,AUS
581,2022-09-23,1.0,Australia,AUS
582,2022-09-25,2.0,Australia,AUS
583,2022-09-27,1.0,Australia,AUS
584,2022-09-28,1.0,Australia,AUS
585,2022-09-29,1.0,Australia,AUS
586,2022-09-30,1.0,Australia,AUS
587,2022-10-01,1.0,Australia,AUS
588,2022-10-02,1.0,Australia,AUS
589,2022-10-03,1.0,Australia,AUS
590,2022-10-05,2.0,Australia,AUS
591,2022-10-06,2.0,Australia,AUS
592,2022-10-07,1.0,Australia,AUS
593,2022-10-08,2.0,Australia,AUS
594,2022-10-09,3.0,Australia,AUS
595,2022-10-10,1.0,Australia,AUS
596,2022-10-11,1.0,Australia,AUS
597,2022-10-12,2.0,Australia,AUS
598,2022-10-14,1.0,Australia,AUS
599,2022-10-15,1.0,Australia,AUS
600,2022-10-17,2.0,Australia,AUS
601,2022-10-18,4.0,Australia,AUS
602,2022-10-20,1.0,Australia,AUS
603,2022-07-28,1.0,Aruba,ABW
604,2022-08-02,2.0,Aruba,ABW
605,2022-01-01,1.0,Azerbaijan,AZE
606,2022-01-03,2.0,Azerbaijan,AZE
607,2022-01-06,1.0,Azerbaijan,AZE
608,2022-01-07,2.0,Azerbaijan,AZE
609,2022-01-09,1.0,Azerbaijan,AZE
610,2022-01-10,1.0,Azerbaijan,AZE
611,2022-01-11,1.0,Azerbaijan,AZE
612,2022-01-15,1.0,Azerbaijan,AZE
613,2022-01-16,1.0,Azerbaijan,AZE
614,2022-01-23,1.0,Azerbaijan,AZE
615,2022-01-28,1.0,Azerbaijan,AZE
616,2022-01-31,2.0,Azerbaijan,AZE
